objectid,subject,filename,NTEEC,NAICS,title,format,LEGALNAME,ALTNAME,AKADBA,WEBURL,date,longitude,latitude,locale,GSTREET,GCITY,GSTATE,GZIP5
8404200185,Uncategorized,rural.png,,,Harlansburg Station,image/png,HARLANSBURG STATION,,,HTTP://WWW.HARLANSBURGSTATION.COM/WEB/ERROR/SITENOTFOUND,,-80.19829,41.02825,Rural,424 OLD ROUTE 19,New Castle,PA,16101
8404200199,Uncategorized,rural.png,,,Fort Le Boeuf Museum,image/png,FORT LE BOEUF MUSEUM,,,HTTP://FORTLEBOEUFHISTORY.COM/,,-79.99316,41.96229,Rural,123 S HIGH ST,Waterford,PA,16441
8404200200,Uncategorized,rural.png,,,Gettysburg Diorama,image/png,GETTYSBURG DIORAMA,,,HTTP://WWW.GETTYSBURGDIORAMA.COM/,,-77.22968,39.80297,Rural,610 TANEYTOWN RD,Gettysburg,PA,17325
8404200209,Uncategorized,rural.png,,,General Admiral Museum And Museum Supplies,image/png,GENERAL ADMIRAL MUSEUM AND MUSEUM SUPPLIES,,,,,-77.25324,39.85609,Rural,555 HERRS RIDGE RD,Gettysburg,PA,17325
8404200211,Historical Organizations; Historical Sites,rural.png,Historical Organizations,Historical Sites,Harmony Museum,image/png,HISTORIC HARMONY INC,,,HTTP://WWW.HARMONYMUSEUM.ORG,1970,-80.12905,40.84017,Rural,PO BOX 524,Harmony,PA,16037
8404200232,Uncategorized,rural.png,,,Drake Well Museum,image/png,DRAKE WELL MUSEUM,,,HTTP://WWW.DRAKEWELL.ORG/,,-79.65691,41.61384,Rural,202 MUSEUM LANE,Tutusville,PA,16354
8404200234,Job Training,rural.png,Job Training,,Cornwall Iron Furnace,image/png,CORNWALL IRON FURNACE ASSOCIATES INC,,CORNWALL IRON FURNACE ASSOCIATES INC,HTTP://WWW.CORNWALLIRONFURNACE.ORG/,1985,-76.40947,40.27513,Rural,PO BOX 251,Cornwall,PA,17016
8404200237,Uncategorized,rural.png,,,Eastern Museum Of Motor Racing,image/png,EASTERN MUSEUM OF MOTOR RACING,,,HTTP://WWW.EMMR.ORG,,-77.08327,40.02335,Rural,100 BALTIMORE RD,York Springs,PA,17372
8404200239,Uncategorized,rural.png,,,Crawford'S Museum,image/png,CRAWFORD'S MUSEUM,,,,,-78.26773,39.99373,Rural,16528 LINCOLN HWY,Breezewood,PA,15533
8404200260,Uncategorized,rural.png,,,Berks County Heritage Center,image/png,BERKS COUNTY HERITAGE CENTER,,,,,-75.96829,40.35874,Rural,2201 TULPEHOCKEN RD,Wyomissing,PA,19610
8404200261,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Brandywine River Museum,image/png,BRANDYWINE CONSERVANCY & MUSEUM OF ART,,,HTTP://WWW.BRANDYWINEMUSEUM.ORG/,1967,-75.59242,39.85801,Rural,PO BOX 141,Chadds Ford,PA,19317
8404200266,Uncategorized,rural.png,,,Blue Rock Heritage Center,image/png,BLUE ROCK HERITAGE CENTER,,,HTTP://BLUEROCKHERITAGE.COM/,,-76.46185,39.97931,Rural,2251 RIVER RD,Washington Boro,PA,17582
8404200330,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Pennsylvania National Guard Military Museum,image/png,PENNSYLVANIA NATIONAL GUARD MILITARY MUSEUM,,,HTTP://WWW.PNGMILITARYMUSEUM.ORG,2004,-76.53626,40.33449,Rural,BLDG T-8-57 SERVICE RD F,Annville,PA,17003
8404200335,Museum; Museum Activities,rural.png,"Museum, Museum Activities",,Allegheny Musarium,image/png,ALLEGHENY MUSARIUM ASSOCIATION,,,,,-79.15357,41.85414,Rural,PO BOX 554,Warren,PA,16365
8404200339,Museum; Museum Activities; Transportation,rural.png,"Museum, Museum Activities",Transportation,Colonel Scott Excursion Railway,image/png,COLONEL SCOTT EXCURSION RAILWAY INC,,,,2006,-79.66394,40.14206,Rural,173 ROLLING HILLS RD,Ruffs Dale,PA,15679
8404200376,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Northwestern Pennsylvania Railroad And Tooling,image/png,NORTHWESTERN PENNSYLVANIA RAILROADAND TOOLING HERITAGE CENT,,NORTHWESTERN PENNSYLVANIA RAILROADAND TOOLING HERITAGE CENTE,HTTP://RAILROADTOOLINGMUSEUM.COM/,2007,-80.08083,41.66467,Rural,PO BOX 72,Meadville,PA,16335
8404200591,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Wyalusing Valley Museum,image/png,WYALUSING VALLEY MUSEUM ASSOC,WYALUSING VALLEY MUSEUM ASSOCIATION,WYALUSING VALLEY MUSEUM ASSOCIATION,HTTP://WWW.WYALUSINGMUSEUM.COM/,2002,-76.27036,41.72382,Rural,PO BOX 301,Wyalusing,PA,18853
8404200615,Cultural and Ethnic Awareness; Other Grantmaking and Giving Services,rural.png,Cultural and Ethnic Awareness,Other Grantmaking and Giving Services,Pennsylvania German Cultural Heritage Center,image/png,KUTZTOWN UNIVERSITY FOUNDATION,,,,1972,-75.75405,40.55054,Rural,15200 KUTZTOWN RD,Kutztown,PA,19530
8404200803,Museum; Museum Activities; Other Grantmaking and Giving Services,rural.png,"Museum, Museum Activities",Other Grantmaking and Giving Services,Rolls-Royce Foundation,image/png,ROLLS-ROYCE FOUNDATION,,,,1998,-77.05399,40.22195,Rural,189 HEMPT RD,Mechanicsbur,PA,17050
8404200857,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Endless Mountains War Memorial Museum,image/png,ENDLESS MOUNTAINS WAR MEMORIAL MUSEUM,,,HTTP://WWW.EMWMM.COM/,2000,-76.55468,41.3545,Rural,103 MAIN ST,Sonestown,PA,17758
8404200865,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Cuno Museum,image/png,CUNO MUSEUM INCORPORATED,,,,2013,-75.59242,39.85801,Rural,PO BOX 403,Chadds Ford,PA,19317
8404201014,"Environment, Conservation, and Wildlife Organization",rural.png,,"Environment, Conservation, and Wildlife Organizations",Historic Conservation Trust Of The Ephrata Area,image/png,HISTORIC CONSERVATION TRUST OF THE EPHRATA AREA,,,,1973,-76.21085,40.17464,Rural,PO BOX 591,Ephrata,PA,17522
8404201037,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Windber Area Museum,image/png,WINDBER AREA MUSEUM,,,,1998,-78.81262,40.22791,Rural,1311 OMERSET AVE,Windber,PA,15963
8404201102,Uncategorized,rural.png,,,Forbes Road Gun Museum,image/png,FORBES ROAD GUN MUSEUM,,,HTTP://WWW.OHWY.COM/PA/F/FOROGUMU.HTM,,-79.18993,40.25178,Rural,RR 5 BOX 173,Ligonier,PA,15658
8404201182,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Hartslog Heritage Museum,image/png,HARTSLOG HERITAGE MUSEUM,,,,1986,-78.1058,40.56026,Rural,PO BOX 3,Alexandria,PA,16611
8404201185,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Tioga County Sports Hall Of Fame And Museum,image/png,TIOGA COUNTY SPORTS HALL OF FAME AND MUSEUM,,,,1986,-77.30107,41.73733,Rural,PO BOX 455,Wellsboro,PA,16901
8404201200,Museum; Museum Activities,rural.png,"Museum, Museum Activities",,Bethlen Museum And Archives,image/png,BETHLEN MUSEUM AND ARCHIVES INC,,,,,-79.22905,40.24792,Rural,LOCAL,Ligonier,PA,15658
8404201266,Museum; Museum Activities,rural.png,"Museum, Museum Activities",,Allegheny Arms And Armor Museum,image/png,ALLEGHENY ARMS AND ARMOR MUSEUM INC ORPORATED,,,,,-78.44706,41.80946,Rural,505 WEST MAIN STREET,Smethport,PA,16749
8404201307,Graduate and Professional School; Museum,rural.png,Graduate and Professional Schools,Museums,Eldred World War Ii Museum,image/png,ELDRED WORLD WAR II MUSEUM INC,,,HTTP://ELDREDWWIIMUSEUM.NET/,1996,-78.39063,41.93608,Rural,PO BOX 273,Eldred,PA,16731
8404201313,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Coates Heritage House,image/png,COATES HERITAGE HOUSE,COATES HERITAGE HOUSE,,,1997,-77.31203,41.9864,Rural,111 E MAIN ST,Elkland,PA,16920
8404201350,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Beech Creek Marsh Creek Watershed Heritage Museum,image/png,BEECH CREEK MARSH CREEK WATERSHED HERITAGE MUSEUM,,,,2002,-77.57917,41.09528,Rural,PO BOX 484,Beech Creek,PA,16822
8404201362,Museum; Museum Activities,rural.png,"Museum, Museum Activities",,Hunting And Fishing Museum Of Pennsylvania,image/png,HUNTING AND FISHING MUSEUM OF PENNSYLVANIA,,,,,-79.39477,41.45153,Rural,PO BOX 138,Tionesta,PA,16353
8404201540,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Geigertown Central Railroad Museum,image/png,GEIGERTOWN CENTRAL RAILROAD MUSEUM INC,,,,2004,-75.8382,40.2034,Rural,PO BOX 201,Geigertown,PA,19523
8404201607,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Brandywine Conservancy,image/png,BRANDYWINE CONSERVANCY & MUSEUM OF ART,,,HTTP://WWW.BRANDYWINECONSERVANCY.ORG,1967,-75.59242,39.85801,Rural,PO BOX 141,Chadds Ford,PA,19317
8404700116,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Beechcraft Heritage Museum,image/png,BEECH CREEK MARSH CREEK WATERSHED HERITAGE MUSEUM,,,HTTP://WWW.BEECHCRAFTHERITAGEMUSEUM.ORG,2002,-77.57917,41.09528,Rural,PO BOX 484,Beech Creek,PA,16822
8409400003,Uncategorized,rural.png,,,1719 Hans Herr House & Museum,image/png,1719 HANS HERR HOUSE & MUSEUM,,,,,-76.26311,39.983,Rural,1849 HANS HERR DR.,Willow Street,PA,17584
8409400049,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,Antique Automobile Club Of America Museum,image/png,AACA MUSEUM INC,,,,1994,-76.67563,40.28446,Rural,161 MUSEUM DR,Hershey,PA,17033
8409400286,Museum; Museum Activities,rural.png,"Museum, Museum Activities",Museums,International Police Museum,image/png,INTERNATIONAL POLICE MUSEUM,,,,2014,-78.01744,40.78664,Rural,185 IRA LN,Port Matilda,PA,16870
8409400436,Uncategorized,rural.png,,,National Apple Museum,image/png,NATIONAL APPLE MUSEUM,,,,,-77.30452,39.93849,Rural,154 W. HANOVER ST.,Biglerville,PA,17307
8409400540,History Museums; Other Grantmaking and Giving Services,rural.png,History Museums,Other Grantmaking and Giving Services,Packwood House Museum,image/png,FRIENDS OF PACKWOOD HOUSE MUSEUM INC,,,,2006,-76.88192,40.96668,Rural,15 N WATER ST,Lewisburg,PA,17837
8409400796,Uncategorized,rural.png,,,Zippo/Case Museum,image/png,ZIPPO/CASE MUESUM,,,,,-78.65103,41.95341,Rural,1932 ZIPPO DRIVE,Bradford,PA,16701
8409501394,Uncategorized,rural.png,,,Conococheague Institute,image/png,CONOCOCHEAGUE INSTITUTE,,,HTTP://WWW.CONOCOCHEAGUE.ORG/,,-77.87796,39.73907,Rural,12995 BAIN ROAD,Mercersburg,PA,17236
8409501462,Uncategorized,rural.png,,,Washington Crossing Park,image/png,FRIENDS OF WASHINGTON CROSSING PARK,,,,,-74.89846,40.28607,Rural,PO BOX 1776,Washington Crossing,PA,18977
8409501633,Uncategorized,rural.png,,,Meadowcroft Rockshelter & Historic Village,image/png,MEADOWCROFT ROCKSHELTER & HIST VILLAGE,,,HTTP://WWW.HEINZHISTORYCENTER.ORG/MEADOWCROFT,,-80.49576,40.28609,Rural,401 MEADOWCROFT RD,Avella,PA,15312
8409501791,Uncategorized,rural.png,,,Shippensburg University Fashion Archives And Museum,image/png,SHIPPENSBURG UNIVERSITY FASHION ARCHIVES AND MUSEUM,,,HTTP://FASHIONARCHIVES.ORG/,,-77.52234,40.05747,Rural,1871 OLD MAIN DR,Shippensburg,PA,17257
8404100294,Arts Education,suburb.png,Arts Education,Museums,Spirit Hawk,image/png,SPIRIT HAWK INC,,,,2004,-76.19314,40.08697,Suburb,119 WEST MAIN STREET,Leola,PA,17540
8404200006,Uncategorized,suburb.png,,,Wings Of Freedom Aviation Museum,image/png,WINGS OF FREEDOM AVIATION MUSEUM,,,HTTP://WINGSOFFREEDOMMUSEUM.ORG,,-75.12259,40.1485,Suburb,1155 EASTON RD,Willow Grove,PA,19090
8404200066,Single Organizational Support; Other Grantmaking and Giving Services,suburb.png,Single Organization Support,Other Grantmaking and Giving Services,Pennsylvania Military Museum,image/png,FRIENDS OF THE PENNSYLVANIA MILITARY MUSEUM INC,,FRIENDS OF THE PENNSYLVANIA MILITARY MUSEUM INC,HTTP://PAMILMUSEUM.ORG/,1993,-77.78382,40.78397,Suburb,51 BOAL AVE,Boalsburg,PA,16827
8404200100,Uncategorized,suburb.png,,,Oakes Museum,image/png,OAKES MUSEUM,,,,,-76.97988,40.20291,Suburb,ONE COLLEGE AVENUE,Mechanicsburg,PA,17027
8404200204,Uncategorized,suburb.png,,,Hershey Museum,image/png,HERSHEY MUSEUM,,,HTTP://WWW.HERSHEYSTORY.ORG/,,-76.65401,40.28426,Suburb,63 WEST CHOCOLATE AVENUE,Hershey,PA,17033
8404200210,Museum; Museum Activities,suburb.png,"Museum, Museum Activities",Museums,Fonthill Museum,image/png,TRUSTEES OF THE MERCER FONTHILL MUSEUM,,,HTTP://WWW.MERCERMUSEUM.ORG/,1975,-75.18116,40.29391,Suburb,525 E COURT ST,Doylestown,PA,18901
8404200235,Other Grantmaking and Giving Services,suburb.png,,Other Grantmaking and Giving Services,Columbus Chapel And Boal Mansion Museum,image/png,COLUMBUS CHAPEL-BOALSBURG ESTATE SOCIETY INC,,,HTTP://WWW.BOALMUSEUM.COM,1954,-77.78382,40.78397,Suburb,163 BOAL ESTATE DRIVE,Boalsburg,PA,16827
8404200755,Museums; Museum Activities,suburb.png,"Museum, Museum Activities",Museums,World Of Scouting Museum,image/png,WORLD OF SCOUTING MUSEUM INC,,,HTTP://WWW.WORLDOFSCOUTINGMUSEUM.ORG/,2007,-75.46924,40.09442,Suburb,PO BOX 2226,Valley Forge,PA,17602
8404200925,HIstorical Organizations,suburb.png,Historical Organizations,,Peter Wentz Farmstead,image/png,PETER WENTZ FARMSTEAD,,PETER WENTZ FARMSTEAD SOCIETY,HTTP://WWW.PETERWENTZFARMSTEADSOCIETY.ORG/,,-75.33617,40.2029,Suburb,2030 SEARER ROAD,Lansdale,PA,19490
8404200928,Private Grantmaking Foundations; Grantmaking Foundations,suburb.png,Private Grantmaking Foundations,Grantmaking Foundations,Catherwood Foundation,image/png,CATHERWOOD FOUNDATION,,,,1948,-75.31678,40.02047,Suburb,14 ELLIOTT AVE,Bryn Mawr,PA,19010
8404200964,Uncategorized,suburb.png,,,Buten Museum Of Wedgwood,image/png,BUTEN MUSEUM OF WEDGWOOD,,,,,-75.24475,40.00825,Suburb,246 N BOWMAN AVE,Merion,PA,19066
8404201359,Museum; Museum Activities,suburb.png,"Museum, Museum Activities",Museums,Greensburg Volunteer Fire Department Museum,image/png,GREENSBURG VOLUNTEER FIRE DEPARTMENT MUSEUM INC,,,,2002,-79.54419,40.29873,Suburb,416 S MAIN ST,Greensburg,PA,15601
8404201505,Museum; Museum Activities,suburb.png,"Museum, Museum Activities",,Steeltown Aviation Museum,image/png,STEELTOWN AVIATION MUSEUM INC,,,,,-76.30556,40.11636,Suburb,500 AIRPORT RD STE C,Lititz,PA,17543
8404201553,Museum; Museum Activities,suburb.png,"Museum, Museum Activities",Sports Teams and Clubs,International Institute For Sport History,image/png,INTERNATIONAL INSTITUTE FOR SPORT AND OLYMPIC HISTORY,,INTERNATIONAL INSTITUTE FOR SPORT AND OLYMPIC HISTORY,HTTP://WWW.IISOH.ORG/,2003,-77.82209,40.78462,Suburb,220 REGENT COURT SUITE B,State College,PA,16804
8409401107,Uncategorized,suburb.png,,,Stoogeum,image/png,STOOGEUM,,,HTTP://STOOGEUM.COM,,-75.21101,40.17143,Suburb,904 SHEBLE LANE,Ambler,PA,19002
8409401133,Uncategorized,suburb.png,,,Pennsylvania Coin Operated Gaming Hall Of Fame And Museum,image/png,PENNSYLVANIA COIN OPERATED GAMING HALL OF FAME AND MUSEUM,,,,,-80.26003,40.58812,Suburb,2284 BRODHEAD ROAD SUITE 10B,Hopewell Township,PA,15001
8409401149,Uncategorized,suburb.png,,,Big Mac Museum,image/png,BIG MAC MUSEUM,,,,,-79.69268,40.32082,Suburb,9061 ROUTE 30,North Huntingdon,PA,15642
8402400113,Single Organization Support; Civic and Social Organizations,suburb.png,Single Organization Support,Civic and Social Organizations,Beaver Creek School Museum,image/png,BEAVER CREEK ELEMENTARY SCHOOL PTO,,,,2004,-75.72085,40.00157,Suburb,601 W PENNSYLVANIA AVE,Downingtown,PA,19335
8403700283,Single Organization Support; Museums,suburb.png,Single Organization Support,Museums,Reading Public Museum,image/png,READING PUBLIC MUSEUM ENDOWMENT TR UA 1519155092,,,,2000,-75.94934,40.32776,Suburb,500 MUSEUM RD,Reading,PA,19611
8404200001,Museum; Museum Activities,suburb.png,"Museum, Museum Activities",Museums,Watch & Clock Museum,image/png,NATIONAL ASSOCIATION OF WATCH AND CLOCK COLLECTORS INC,,,HTTP://WWW.WWW.NAWCC.ORG/,2012,-76.48704,40.03967,Suburb,COLLECTORS INC 514 POPLA,Columbia,PA,17512
8404200016,Other Grantmaking and Giving Services,suburb.png,,Other Grantmaking and Giving Services,Wolf Museum Of Music And Art,image/png,FRANCES H WOLF TR UW FBO WOLF MUSEUM 47F098017,,,HTTP://WOLFMUSEUM.ORG/,1974,-76.33611,40.05834,Suburb,PO BOX 7989,Lancaster,PA,17604
8404200017,Uncategorized,suburb.png,,,Wilbur Chocolate Factory & Candy Americana Museum,image/png,WILBUR CHOCOLATE CO WILBUR CHOCOLATE CANDY AMERICANA MUSEUM STORE,,,HTTP://WWW.WILBURBUDS.COM/,,-76.30735,40.15645,Suburb,48 N BROAD ST,Lititz,PA,17543
8404200039,Uncategorized,suburb.png,,,St. Peter'S Museum,image/png,ST. PETER'S MUSEUM,,,,,-76.60645,40.15366,Suburb,127 CHERRY ALLEY,Elizabethtown,PA,17022
8404200043,Uncategorized,suburb.png,,,Seiverling Car And Pedal Car,image/png,SEIVERLING CAR AND PEDAL CAR,,,HTTP://MUSEUM.SEIVERLINGONLINE.COM,,-76.18587,40.18583,Suburb,66 LANCASTER AVE,Ephrata,PA,17522
8404200060,Uncategorized,suburb.png,,,Sunshine Corner,image/png,SUNSHINE CORNER,,,,,-76.50507,40.03397,Suburb,260 N 3RD ST,Columbia,PA,17512
8404200087,Uncategorized,suburb.png,,,Richland History Landmarks,image/png,RICHLAND HISTORY LANDMARKS,,,,,-79.95467,40.63972,Suburb,5701 MERIDIAN RD,Gibsonia,PA,15044
8404200094,Labor Unions; Professional Organizations,suburb.png,Labor Unions,Professional Organizations,Roth Living Farm Museum,image/png,AMERICAN ASSOCIATION OF UNIVERSITY PROFESSORS-DELAWARE VALL,,ROTH LIVING FARM MUSEUM OF DELAWARE VALLEY COLLEGE,,1999,-75.16559,40.30006,Suburb,700 E BUTLER AVE,Doylestown,PA,18901
8404200096,Uncategorized,suburb.png,,,Richard Wall Hause Museum,image/png,RICHARD WALL HAUSE MUSEUM,,,HTTP://WWW.CHELTENHAMTOWNSHIP.ORG/PVIEW.ASPX?ID=3593&CATID=26,,-75.12674,40.07778,Suburb,8128 OLD YORK RD,Elkins Park,PA,19027
8404200098,Uncategorized,suburb.png,,,Pennsylvania Longrifle Museum,image/png,PENNSYLVANIA LONGRIFLE MUSEUM,,PENNSYLVANIA LONGRIFLE MSM,,,-75.28168,40.77983,Suburb,401 HENRY RD,Nazareth,PA,18064
8404200105,Uncategorized,suburb.png,,,Nemacolin Castle,image/png,NEMACOLIN CASTLE,,,HTTP://WWW.NEMACOLINCASTLE.ORG,,-79.88456,40.02247,Suburb,136 FRONT ST,Brownsville,PA,15417
8404200108,Uncategorized,suburb.png,,,National Christmas Center,image/png,NATIONAL CHRISTMAS CENTER,,,HTTP://WWW.NATIONALCHRISTMASCENTER.COM,,-76.08005,40.00089,Suburb,3427 LINCOLN HWY E,Paradise,PA,17562
8404200116,Uncategorized,suburb.png,,,Museum Of Mourning Art,image/png,MUSEUM OF MOURNING ART,,,HTTP://WWW.ARLINGTONCEMETERY.US/MUSEUM.ASP,,-75.29411,39.94892,Suburb,2900 STATE RD,Drexel Hill,PA,19026
8404200120,Uncategorized,suburb.png,,,Moravian Pottery And Tile Works,image/png,MORAVIAN POTTERY AND TILE WORKS,,,,,-75.12511,40.32552,Suburb,130 SWAMP ROAD,Doylestown,PA,18901
8404200121,Uncategorized,suburb.png,,,Mennonite Heritage Center,image/png,MENNONITE HERITAGE CENTER,,,HTTP://MHEP.ORG/,,-75.38111,40.28999,Suburb,565 YODER RD,Harleysville,PA,19438
8404200130,Uncategorized,suburb.png,,,Moravian Hall Museum,image/png,MORAVIAN HALL MUSEUM CRAFT SHP,,,,,-75.31445,40.74258,Suburb,142 W CENTER ST,Nazareth,PA,18064
8404200131,Performing Arts; Musical Groups and Artists,suburb.png,Performing Arts,Musical Groups and Artists,New Holland Band Museum,image/png,NEW HOLLAND BAND,,,HTTP://WWW.NEWHOLLANDBAND.ORG/MUSEUM.PHP,1977,-76.08068,40.10164,Suburb,PO BOX 345,New Holland,PA,17557
8404200138,Uncategorized,suburb.png,,,Litiz Museum And Mueller House,image/png,LITIZ MUSEUM AND MUELLER HOUSE,,,HTTP://WWW.LITITZHISTORICALFOUNDATION.COM/,,-76.3035,40.15696,Suburb,145 E MAIN ST,Lititz,PA,17543
8404200141,Uncategorized,suburb.png,,,Leechburg Area Museum,image/png,LEECHBURG AREA MUSEUM,,,HTTP://WWW.LEECHBURGMUSEUM.ORG,,-79.61392,40.6417,Suburb,118 1ST ST,Leechburg,PA,15656
8404200142,Uncategorized,suburb.png,,,Hot Dog Hall Of Fame,image/png,HOT DOG HALL OF FAME,,,HTTP://WWW.HOTDOGHALLOFFAME.COM,,-75.81207,41.26847,Suburb,1280 HIGHWAY 315 BLVD,Wilkes Barre,PA,18702
8404200153,Uncategorized,suburb.png,,,Kerr Museum,image/png,KERR MUSEUM,KERR MUSEUM,,HTTP://WWW.KERRMUSEUM.COM,,-79.84019,40.51726,Suburb,402 DELAWARE AVE,Oakmont,PA,15139
8404200162,Uncategorized,suburb.png,,,Lepetit Museum-Musical Boxes,image/png,LEPETIT MUSEUM-MUSICAL BOXES,,,,,-76.55831,40.05597,Suburb,255 W MARKET ST,Marietta,PA,17547
8404200169,Uncategorized,suburb.png,,,Lock Ridge Furnace Museum,image/png,LOCK RIDGE FURNACE MUSEUM,,,HTTPS://WWW.LEHIGHCOUNTY.ORG/LOGIN/TABID/1059/DEFAULT.ASPX?RETURNURL=%2FDEPARTMENTS%2FPARKSANDRECREATION%2FLOCKRIDGEPARK%2FTABID%2F45%2FDEFAULT.ASPX,,-75.59564,40.50747,Suburb,525 FRANKLIN ST,Alburtis,PA,18011
8404200177,Uncategorized,suburb.png,,,History Station Boro,image/png,HISTORY STATION BORO,,,,,-75.70713,39.84295,Suburb,505 S BROAD ST,Kennett Square,PA,19348
8404200196,Uncategorized,suburb.png,,,Hazel Kibler Memorial Museum,image/png,HAZEL KIBLER MEMORIAL MUSEUM,,,,,-80.31081,42.00451,Suburb,522 MAIN ST E,Girard,PA,16417
8404200207,Uncategorized,suburb.png,,,George Westinghouse Museum,image/png,GEORGE WESTINGHOUSE MUSEUM,,,,,-79.80778,40.39226,Suburb,325 COMMERCE ST,Wilmerding,PA,15148
8404200213,Uncategorized,suburb.png,,,Flatiron Building Heritage Center,image/png,FLATIRON BUILDING HERITAGE CENTER,,,,,-79.88547,40.02266,Suburb,69 MARKET STREET,Brownsville,PA,15417
8404200216,Uncategorized,suburb.png,,,Driebe Freight Station,image/png,DRIEBE FREIGHT STATION,,,,,-75.19141,40.98501,Suburb,537 ANN ST,Stroudsburg,PA,18360
8404200227,Uncategorized,suburb.png,,,Donora Smog Museum,image/png,DONORA SMOG MUSEUM,,,HTTP://WWW.DONORASMOG.COM,,-79.85643,40.17711,Suburb,595 MCKEAN AVE,Donora,PA,15033
8404200228,Single Organization Support; Other Grantmaking and Giving Services,suburb.png,Single Organization Support,Other Grantmaking and Giving Services,Depreciation Lands Museum,image/png,DEPRECIATION LANDS MUSEUM ASSOCIATION,,,,1999,-79.96403,40.57232,Suburb,PO BOX 174,Allison Park,PA,15101
8404200233,Uncategorized,suburb.png,,,Duncan And Miller Glass Museum,image/png,DUNCAN AND MILLER GLASS MUSEUM,,,HTTPS://WWW.YOUTUBE.COM/WATCH?V=KTSV79F0FP8,,-80.25736,40.17646,Suburb,525 JEFFERSON AVE,Washington,PA,15301
8404200236,Uncategorized,suburb.png,,,Civil War Artillery Museum,image/png,CIVIL WAR ARTILLERY MUSEUM,,,HTTP://WWW.NATIONALCIVILWARMUSEUM.ORG,,-80.07018,40.2809,Suburb,812 BEBOUT RD,Venetia,PA,15367
8404200271,Uncategorized,suburb.png,,,Bayernhof Museum,image/png,BAYERNHOF MUSEUM,,,HTTP://WWW.BAYERNHOFMUSEUM.COM,,-79.91409,40.5,Suburb,225 SAINT CHARLES PL,Pittsburgh,PA,15215
8404200272,Uncategorized,suburb.png,,,American Military Edged Weaponry Museum,image/png,AMERICAN MILITARY EDGED WEAPONRY MUSEUM,,,HTTP://WWW.DISCOVERLANCASTER.COM/MEMBERS/AMERICAN_MILITARY_EDGED_WEAPONRY_MUSEUM.ASP,,-76.10654,40.0384,Suburb,3562 OLD PHILADELPHIA PIKE,Intercourse,PA,17534
8404200274,Uncategorized,suburb.png,,,American Museum-Vetry Medicine,image/png,AMERICAN MUSEUM-VETRY MEDICINE,,,HTTP://WWW.AMVM.ORG/,,-75.87875,40.27918,Suburb,5003 MAIN ST,Birdsboro,PA,19508
8404200275,Uncategorized,suburb.png,,,Bushy Run Battlefield,image/png,BUSHY RUN BATTLEFIELD,,,HTTP://BUSHYRUNBATTLEFIELD.COM/,,-79.65544,40.36066,Suburb,1253 BUSHY RUN ROAD,Harrison City,PA,15636
8404200279,Uncategorized,suburb.png,,,Catawissa Railroad Company,image/png,CATAWISSA RAILROAD CO.,,,HTTP://WWW.CABOOSENUT.COM,,-76.46472,40.95352,Suburb,111 MAIN ST,Catawissa,PA,17820
8404200282,Uncategorized,suburb.png,,,Borough Museum,image/png,BOROUGH MUSEUM,,,HTTP://WWW.SELLERSVILLEMUSEUM.ORG,,-75.31117,40.36171,Suburb,120 E CHURCH ST,Sellersville,PA,18960
8404200338,Museum; Museum Activities,suburb.png,"Museum, Museum Activities",Museums,Ephrata Cloister,image/png,MUSEUM COUNCIL OF LANCASTER COUNTY,EPHRATA CLOISTER,,HTTP://WWW.LANDISVALLEYMUSEUM.ORG,2005,-76.27322,39.96895,Suburb,PO BOX 272,Willow Stree,PA,17584
8404200355,Uncategorized,suburb.png,,,Pennsylvania State Committee Of The National Museum,image/png,PENNSYLVANIA STATE COMMITTEE OF THE NATIONAL MUSEUM,,PENNSYLVANIA STATE COMMITTEE OF THE NATIONAL MUSEUM OF WOMEN,,,-75.30114,40.02605,Suburb,424 FISHERS ROAD,Bryn Mawr,PA,19010
8404200383,Museum; Museum Activities,suburb.png,"Museum, Museum Activities",Museums,Dodge Brother Club,image/png,DODGE BROTHER CLUB INC,,,,2007,-76.68889,40.29024,Suburb,7276 UNION DEPOSIT RD,Hummelstown,PA,17036
